Income,Customer Lifetime Value,Months_In_Program,Months_Since_Enrollment,TotalFlights,TotalFlightsWithCompanions,TotalPoints,TotalPointsRedeemed,NumFlights_Max,NumFlightsWithCompanions_Max,Ratio_Flights_Companions,Ratio_Points_Redeemed,MeanDistancePerFlight,PropNrFlights,PropNrFlightsWithCompanions,PropCLV,PropPoints,PropPointsRedem,DiversitySeason,Recency_Months,cluster_labels
0.0,12765.78,9,9,68,30.0,9788.0,4550.0,19,8.0,0.4411764705882353,0.4648549243972211,1347.3823529411766,7.555555555555555,3.0643272727272697,1418.42,1087.5555555555557,505.55555555555554,4.0,0.0,3
39161.0,2725.68,33,33,73,34.6,29787.02,12224.6,9,6.0,0.473972602739726,0.4104002347331153,4081.1671232876715,2.212121212121212,1.0484848484848486,82.59636363636363,902.6369696969697,370.44242424242424,4.0,1.0,0
71391.0,8044.87,27,27,99,30.2,29442.14,15122.6,14,5.0,0.305050505050505,0.5136379352859541,2974.5393939393944,3.6666666666666665,1.1185185185185185,297.95814814814815,1090.4496296296295,560.0962962962963,4.0,0.0,0
29735.0,2453.57,12,12,86,37.0,14233.0,0.0,20,8.0,0.43023255813953487,0.0,1655.5581395348838,7.166666666666667,3.0643272727272697,204.46416666666667,1186.0833333333333,0.0,4.0,0.0,3
93836.0,16922.13,6,6,18,2.0,3191.0,0.0,14,2.0,0.1111111111111111,0.0,1773.1666666666667,3.0,0.3333333333333333,2820.355,531.8333333333334,0.0,2.0,0.0,2
42596.0,11124.21,33,33,221,47.9,40540.7,10750.2,16,10.0,0.2167420814479638,0.26517055699580916,1834.8099547511313,6.696969696969697,1.4515151515151514,337.0972727272727,1228.5060606060606,325.7636363636364,4.0,0.0,0
38688.0,19435.63,35,52,206,76.8,41041.39,15808.7,14,7.0,0.37281553398058254,0.3851891955901104,1992.7131067961166,5.885714285714286,2.1942857142857144,555.3037142857144,1172.6111428571428,451.6771428571429,4.0,1.0,0
0.0,2863.04,35,53,244,69.3,51647.4,10598.9,20,11.0,0.2840163934426229,0.20521652590449857,2117.0081967213114,6.9714285714285715,1.98,81.80114285714285,1475.64,302.8257142857143,4.0,3.0,0
71794.0,5235.57,32,32,134,60.4,32186.93,0.0,16,11.0,0.4507462686567164,0.0,2402.50223880597,4.1875,1.8875,163.6115625,1005.8415625,0.0,4.0,0.0,0
90213.0,3351.21,35,35,219,47.4,53387.01,6775.4,15,8.0,0.21643835616438356,0.12691102198830764,2203.944292237443,6.257142857142857,1.3542857142857143,95.74885714285715,1525.343142857143,193.58285714285714,4.0,0.0,0
45173.0,32613.69,35,67,163,17.7,46937.87,10133.4,13,6.0,0.10858895705521472,0.21588964305367925,2880.0840490797545,4.6571428571428575,0.5057142857142857,931.8197142857142,1341.082,289.5257142857143,4.0,0.0,0
0.0,6439.33,35,62,167,38.2,34110.19,0.0,14,9.0,0.2287425149700599,0.0,2043.0473053892217,4.771428571428571,1.0914285714285714,183.98085714285713,974.5768571428572,0.0,4.0,0.0,0
48269.0,2683.47,35,62,201,59.4,40960.85,14403.9,17,9.0,0.2955223880597015,0.3516504174107715,1883.2671641791046,5.742857142857143,1.697142857142857,76.67057142857142,1170.31,411.53999999999996,4.0,1.0,0
0.0,7577.07,32,32,236,70.8,36112.33,0.0,20,9.0,0.3,0.0,1530.4377118644068,7.375,2.2125,236.7834375,1128.5103125,0.0,4.0,2.0,0
0.0,4502.87,35,35,239,33.9,37976.46,8789.4,17,8.0,0.14184100418410042,0.23144337307900736,1589.362343096234,6.828571428571428,0.9685714285714285,128.65342857142858,1085.0417142857143,251.12571428571428,4.0,0.0,0
48567.0,5015.01,35,67,238,42.9,46864.41,11579.0,18,7.0,0.18025210084033613,0.2470744857344838,1821.209243697479,6.8,1.2257142857142858,143.286,1338.9831428571429,330.8285714285714,4.0,0.0,0
22510.0,17651.96,35,65,206,49.7,34165.229999999996,0.0,17,7.0,0.24126213592233012,0.0,1658.8898058252428,5.885714285714286,1.4200000000000002,504.34171428571426,976.1494285714284,0.0,4.0,0.0,0
46900.0,2580.85,29,29,93,41.6,26895.06,4943.8,12,9.0,0.44731182795698926,0.1838181435549874,2712.866666666667,3.206896551724138,1.4344827586206896,88.9948275862069,927.4158620689656,170.4758620689655,4.0,0.0,0
0.0,9202.64,35,74,280,56.6,51234.3,4400.0,18,6.0,0.19929577464788734,0.0858799671313944,1804.3450704225352,8.114285714285714,1.6171428571428572,262.9325714285714,1463.837142857143,125.71428571428571,4.0,0.0,0
74454.0,5595.39,11,11,78,12.0,13624.0,0.0,16,5.0,0.15384615384615385,0.0,1747.025641025641,7.090909090909091,1.0909090909090908,508.6718181818182,1238.5454545454545,0.0,4.0,0.0,3
80055.0,4015.34,35,35,161,44.5,27544.41,3940.0,15,9.0,0.27639751552795033,0.14304172788598485,1646.603105590062,4.6,1.2714285714285714,114.724,786.9831428571429,112.57142857142857,4.0,0.0,0
97785.0,14727.51,6,6,59,11.0,6456.0,0.0,17,8.0,0.1864406779661017,0.0,1094.5254237288136,9.625,1.8333333333333333,2454.585,1076.0,0.0,3.0,0.0,3
16531.0,4812.53,35,50,216,55.9,37195.3,11555.9,17,9.0,0.2587962962962963,0.3106817259169841,1717.786111111111,6.171428571428572,1.5971428571428572,137.50085714285714,1062.7228571428573,330.1685714285714,4.0,0.0,0
59367.0,3358.53,35,55,216,67.0,44496.12,18182.8,17,9.0,0.3101851851851852,0.40863787674071356,2060.274074074074,6.171428571428572,1.9142857142857144,95.95800000000001,1271.3177142857144,519.5085714285714,4.0,0.0,0
29950.0,4878.83,35,65,170,55.0,38237.6,25910.4,19,9.0,0.3235294117647059,0.6776157499424651,2249.676470588235,4.857142857142857,1.5714285714285714,139.39514285714284,1092.502857142857,740.297142857143,4.0,0.0,0
20325.0,3803.92,35,57,185,67.9,41015.8,13461.5,18,9.0,0.36702702702702705,0.3282027901442858,1968.9491891891892,5.285714285714286,1.9400000000000002,108.68342857142858,1171.88,384.6142857142857,4.0,0.0,0
28013.0,31410.93,35,44,173,80.4,40223.13,13885.0,15,10.0,0.46473988439306363,0.3451993914943964,2283.891907514451,4.942857142857143,2.297142857142857,897.4551428571428,1149.2322857142856,396.7142857142857,4.0,0.0,0
23815.0,8257.67,35,38,208,69.3,48374.71,0.0,17,8.0,0.3331730769230769,0.0,2326.1495192307693,5.942857142857143,1.98,235.93342857142858,1382.1345714285715,0.0,4.0,0.0,0
54483.0,2411.26,4,4,50,11.0,5457.0,5457.0,15,6.0,0.22,1.4008748336384291,1091.76,9.625,2.75,602.815,1364.25,1169.1125333333316,2.0,0.0,3
0.0,8262.88,35,35,179,65.7,41674.65,11895.9,15,8.0,0.3670391061452514,0.2854469083723558,2265.068715083799,5.114285714285714,1.8771428571428572,236.0822857142857,1190.7042857142858,339.8828571428571,4.0,1.0,0
39141.0,2701.04,9,9,43,27.0,12394.0,0.0,13,9.0,0.5918367346938775,0.0,2883.1162790697676,4.777777777777778,3.0,300.11555555555555,1377.111111111111,0.0,4.0,0.0,3
97834.37999999999,15777.89,35,59,227,69.6,46852.76,8133.9,14,10.0,0.3066079295154185,0.1736055677402996,2050.124669603524,6.485714285714286,1.9885714285714284,450.7968571428571,1338.6502857142857,232.39714285714285,4.0,0.0,0
25531.0,2822.59,35,49,219,72.1,41222.22,23053.9,18,9.0,0.32922374429223744,0.5592590597983321,1882.6447488584474,6.257142857142857,2.06,80.64542857142858,1177.7777142857144,658.6828571428572,4.0,0.0,0
44988.0,8621.0,35,69,165,32.5,49695.72,16664.5,14,8.0,0.19696969696969696,0.3353306884375556,2761.0454545454545,4.714285714285714,0.9285714285714286,246.31428571428572,1419.8777142857143,476.12857142857143,4.0,0.0,0
74755.0,7772.58,35,35,218,30.2,34205.01,3789.0,21,8.0,0.13853211009174313,0.11077324637531168,1569.3261467889906,6.228571428571429,0.8628571428571429,222.0737142857143,977.2860000000001,108.25714285714285,4.0,1.0,0
38401.0,14723.41,35,74,220,47.0,47508.45,8479.7,21,6.0,0.21363636363636362,0.178488247880114,2159.797727272727,6.285714285714286,1.3428571428571427,420.6688571428571,1357.3842857142856,242.27714285714288,4.0,0.0,0
25998.0,8382.48,35,35,183,54.7,27412.13,3149.0,17,9.0,0.29890710382513663,0.11487615154313072,1498.1546448087431,5.228571428571429,1.562857142857143,239.49942857142855,783.2037142857143,89.97142857142858,4.0,0.0,0
42937.0,2816.76,35,57,181,31.4,46239.42,5270.6,14,8.0,0.1734806629834254,0.11398499375640958,2555.2055248618785,5.171428571428572,0.8971428571428571,80.47885714285715,1321.1262857142856,150.58857142857144,4.0,0.0,0
79751.0,2551.23,35,78,140,39.1,18315.01,4856.0,21,8.0,0.2792857142857143,0.2651377203725251,1308.4578571428572,4.0,1.1171428571428572,72.89228571428572,523.286,138.74285714285713,4.0,2.0,0
18665.0,7251.33,9,9,36,6.0,10730.0,0.0,12,5.0,0.16666666666666666,0.0,2981.25,4.0,0.6666666666666666,805.7033333333334,1192.2222222222222,0.0,3.0,1.0,2
0.0,7562.82,9,9,62,12.0,15504.0,0.0,15,5.0,0.1935483870967742,0.0,2501.2741935483873,6.888888888888889,1.3333333333333333,840.3133333333333,1722.6666666666667,0.0,4.0,0.0,3
65351.0,2799.75,35,50,223,56.3,47103.17,14423.4,17,7.0,0.25246636771300446,0.3062086904129807,2112.608520179372,6.371428571428571,1.6085714285714285,79.99285714285715,1345.8048571428571,412.09714285714284,4.0,0.0,0
82664.0,8838.09,6,6,11,5.0,1474.02,0.0,11,5.0,0.45454545454545453,0.0,816.7650931677019,1.8333333333333333,0.8333333333333334,1473.015,183.11785714285713,0.0,1.0,2.0,2
77835.0,5897.99,35,64,201,58.800000000000004,52950.72,22544.0,14,11.0,0.29253731343283584,0.4257543617914922,2634.8069651741293,5.742857142857143,1.6800000000000002,168.51399999999998,1512.8777142857143,644.1142857142858,4.0,1.0,0
28915.0,11611.95,35,50,176,64.7,35531.76,21566.3,15,11.0,0.36761363636363636,0.6069583944054558,2019.3045454545454,5.0285714285714285,1.8485714285714288,331.77000000000004,1015.1931428571429,616.18,4.0,1.0,0
62902.0,8256.3,35,37,163,41.3,45596.84,6420.0,17,8.0,0.25337423312883434,0.14079923082389043,2731.783435582822,4.6571428571428575,1.18,235.8942857142857,1302.7668571428571,183.42857142857142,4.0,2.0,0
0.0,5507.06,35,54,233,58.6,30217.03,12901.5,15,8.0,0.2515021459227468,0.4269612202125755,1297.2416309012874,6.6571428571428575,1.6742857142857144,157.34457142857144,863.3437142857142,368.6142857142857,4.0,0.0,0
0.0,8311.14,35,40,178,62.3,32220.489999999998,9628.0,16,9.0,0.35,0.2988160639394373,1810.426404494382,5.085714285714285,1.78,237.46114285714285,920.5854285714286,275.0857142857143,4.0,0.0,0
0.0,2943.05,35,78,215,53.5,50746.4,10944.0,19,11.0,0.24883720930232558,0.21566061829016442,2140.195813953488,6.142857142857143,1.5285714285714285,84.08714285714287,1449.8971428571429,312.6857142857143,4.0,0.0,0
56146.0,4756.13,8,8,49,15.0,9306.0,0.0,14,7.0,0.30612244897959184,0.0,1899.7755102040817,6.125,1.875,594.51625,1163.25,0.0,4.0,0.0,3
31737.0,17420.57,34,34,280,44.6,43997.48,4245.0,19,8.0,0.15594405594405594,0.09648279856028118,1485.6286713286713,8.411764705882353,1.311764705882353,512.369705882353,1294.043529411765,124.8529411764706,4.0,0.0,0
61972.0,5041.45,35,75,264,69.9,42887.93,27424.6,15,7.0,0.26477272727272727,0.6394479752228657,1624.8306818181818,7.542857142857143,1.9971428571428573,144.04142857142855,1225.3694285714287,783.56,4.0,0.0,0
42460.0,3671.82,35,35,149,31.0,31991.36,6474.0,16,6.0,0.2080536912751678,0.20236713912756443,2147.4805369127516,4.257142857142857,0.8857142857142857,104.90914285714287,914.0388571428572,184.97142857142856,4.0,0.0,0
59848.0,5905.97,35,35,232,39.2,51621.15,16275.6,21,7.0,0.16896551724137931,0.3152893726699231,2164.2866379310344,6.628571428571429,1.12,168.74200000000002,1474.89,465.01714285714286,4.0,0.0,0
86195.0,11281.52,35,69,278,67.8,56344.18,0.0,18,9.0,0.24388489208633093,0.0,2002.7438848920865,7.942857142857143,1.937142857142857,322.32914285714287,1609.8337142857142,0.0,4.0,0.0,0
21841.0,7380.09,35,35,158,36.2,29975.35,21945.0,14,7.0,0.22911392405063294,0.7321015434348557,1897.762658227848,4.514285714285714,1.0342857142857145,210.8597142857143,856.4385714285714,627.0,4.0,1.0,0
22724.0,2658.22,35,35,237,56.3,53489.6,12200.3,18,9.0,0.23755274261603374,0.2280873291256618,2257.4388185654007,6.771428571428571,1.6085714285714285,75.94914285714285,1528.2742857142857,348.58,4.0,0.0,0
11885.0,11315.2,2,2,11,0.0,1474.02,0.0,11,0.0,0.0,0.0,816.7650931677019,9.625,0.0,4437.67999999997,596.0,0.0,1.0,0.0,2
22828.0,16473.17,35,59,200,68.6,44714.74,15829.9,15,7.0,0.34299999999999997,0.35401972593377484,2236.222,5.714285714285714,1.9599999999999997,470.662,1277.5639999999999,452.28285714285715,4.0,0.0,0
0.0,7902.68,35,79,124,45.5,30059.75,3579.0,18,7.0,0.36693548387096775,0.11906286645763854,2424.657258064516,3.5428571428571427,1.3,225.79085714285716,858.85,102.25714285714285,4.0,0.0,0
0.0,8447.8,12,12,47,10.0,12108.0,12108.0,16,4.0,0.2127659574468085,1.0692930294020482,2576.723404255319,3.9166666666666665,0.8333333333333334,703.9833333333332,1009.0,1009.0,4.0,0.0,3
28738.0,2487.26,35,58,121,34.8,39976.72,0.0,13,6.0,0.28760330578512394,0.0,3304.3570247933885,3.4571428571428573,0.9942857142857142,71.06457142857144,1142.192,0.0,4.0,0.0,0
29879.0,11727.78,35,35,258,50.4,35691.89,8105.0,17,8.0,0.19534883720930232,0.22708239883065873,1383.6275193798451,7.371428571428571,1.44,335.0794285714286,1019.7682857142858,231.57142857142858,4.0,1.0,0
30027.0,2560.69,5,5,24,0.0,4504.0,0.0,11,0.0,0.0,0.0,1877.1666666666667,4.8,0.0,512.138,900.8,0.0,2.0,1.0,2
62053.0,10827.87,3,3,16,3.0,2634.0,0.0,11,3.0,0.1875,0.0,1646.625,5.333333333333333,1.0,3609.2900000000004,878.0,0.0,2.0,0.0,2
74089.0,7455.36,35,56,165,56.2,42475.87,23377.0,15,7.0,0.34060606060606063,0.5503595335422206,2574.6830303030306,4.714285714285714,1.6057142857142859,213.01028571428571,1213.5962857142858,667.9142857142857,4.0,2.0,0
40516.0,2795.41,29,29,110,52.1,31628.09,15638.1,12,7.0,0.47363636363636363,0.4944370652796296,2875.7536363636364,3.793103448275862,1.7965517241379312,96.39344827586207,1090.6237931034482,539.244827586207,4.0,0.0,0
23576.0,31864.86,35,77,156,45.5,35746.08,18264.7,17,7.0,0.2916666666666667,0.5109567258843487,2164.107692307692,4.457142857142857,1.3,910.4245714285714,1021.3165714285715,521.8485714285714,4.0,0.0,0
0.0,21423.64,35,42,181,24.8,41400.4,0.0,19,7.0,0.13701657458563538,0.0,2287.6132596685084,5.171428571428572,0.7085714285714286,612.1039999999999,1182.8685714285714,0.0,4.0,0.0,0
25561.0,19357.8,35,72,205,40.6,26029.56,11905.5,18,8.0,0.1980487804878049,0.45738383591578186,1270.0078048780488,5.857142857142857,1.1600000000000001,553.0799999999999,743.7017142857143,340.15714285714284,4.0,0.0,0
36580.0,7524.74,35,35,212,67.2,31165.53,0.0,17,7.0,0.31698113207547174,0.0,1470.4117924528302,6.057142857142857,1.9200000000000002,214.9925714285714,890.4437142857142,0.0,4.0,0.0,0
42602.0,6511.47,35,53,204,48.4,56252.59,10499.4,18,7.0,0.2372549019607843,0.18664740592388723,2757.813235294118,5.828571428571428,1.3828571428571428,186.042,1607.216857142857,299.98285714285714,4.0,0.0,0
48367.0,35227.3,35,73,217,46.4,37810.17,10942.7,21,9.0,0.21382488479262673,0.28941155250029293,1742.8142857142857,6.2,1.3257142857142856,1643.442857142857,1080.2905714285714,312.6485714285715,4.0,0.0,0
32169.0,7796.0,35,35,263,50.2,56579.042199999996,32141.1,19,6.0,0.1908745247148289,0.5333866369812478,2291.6403041825097,7.514285714285714,1.4342857142857144,222.74285714285713,1721.6725714285715,918.3171428571428,4.0,0.0,0
0.0,5568.95,4,4,16,4.0,5803.0,4149.0,11,2.0,0.25,0.7149750129243495,3627.8125,4.0,1.0,1392.2375,1450.75,1037.25,2.0,0.0,2
68401.0,3455.23,35,72,216,52.7,47636.93,5684.8,18,7.0,0.2439814814814815,0.11933598575726857,2205.8810185185184,6.171428571428572,1.5057142857142858,98.72085714285714,1361.0551428571428,162.42285714285714,4.0,0.0,0
74916.0,14083.97,35,78,214,83.1,29777.27,23546.7,20,10.0,0.3883177570093458,0.7907608723029345,1391.7322429906542,6.114285714285714,2.374285714285714,402.39914285714286,850.7791428571429,672.7628571428571,4.0,0.0,0
42191.0,17732.46,30,30,155,44.0,22960.239999999998,5595.0,13,6.0,0.2838709677419355,0.24368212178966772,1481.596129032258,5.166666666666667,1.4666666666666666,591.082,765.3413333333333,186.5,4.0,1.0,0
93872.0,5137.35,35,35,175,26.2,47887.51,23563.8,13,7.0,0.14971428571428572,0.492065676415416,2736.9605714285713,5.0,0.7485714285714286,146.7814285714286,1368.2145714285714,673.2514285714285,4.0,0.0,0
82667.0,17684.65,35,68,231,87.1,42817.36,10102.4,20,8.0,0.37705627705627703,0.23594168346670602,1853.9376623376622,6.6,2.4885714285714284,505.27571428571434,1223.353142857143,288.64,4.0,0.0,0
0.0,7292.91,35,64,157,41.2,37693.8,18787.0,19,7.0,0.2624203821656051,0.49841087924274013,2082.3904458598727,4.485714285714286,1.1771428571428573,208.36885714285714,1076.9657142857143,536.7714285714286,4.0,0.0,0
17489.0,3044.79,34,34,246,76.3,50885.54,9084.0,21,10.0,0.3101626016260162,0.17851829812555786,2068.8227642276424,7.235294117647059,2.2441176470588236,89.55264705882352,1496.6335294117648,267.1764705882353,4.0,2.0,0
